2022-05-15 01:05:334 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:804 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (0350bbfdce9bc05b5f35345fbcb59ab7)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:920 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (0350bbfdce9bc05b5f35345fbcb59ab7)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:694 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (0350bbfdce9bc05b5f35345fbcb59ab7)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:793 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:30 INFO  LoginPage :67 - getting Login text from Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:91 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:801 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (df1eff8e70e6dce0a1babc2a9ffff7b9)] -> link text: Log in]<br>
2022-05-15 14:05:841 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (df1eff8e70e6dce0a1babc2a9ffff7b9)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:04 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (df1eff8e70e6dce0a1babc2a9ffff7b9)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:130 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (df1eff8e70e6dce0a1babc2a9ffff7b9)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:881 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (df1eff8e70e6dce0a1babc2a9ffff7b9)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:932 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:339 INFO  LoginPage :67 - getting Login text from Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:168 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:994 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (980b9acfd6982ddec1ac59b7fee7b8e5)] -> link text: Log in]<br>
2022-05-15 14:05:28 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (980b9acfd6982ddec1ac59b7fee7b8e5)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:233 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (980b9acfd6982ddec1ac59b7fee7b8e5)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:363 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (980b9acfd6982ddec1ac59b7fee7b8e5)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:735 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (980b9acfd6982ddec1ac59b7fee7b8e5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:803 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:153 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:858 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:208 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (5a635fcb96a42ba72e8aaf753e655f04)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 14:05:246 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (5a635fcb96a42ba72e8aaf753e655f04)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:449 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (5a635fcb96a42ba72e8aaf753e655f04)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:585 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (5a635fcb96a42ba72e8aaf753e655f04)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:13 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (5a635fcb96a42ba72e8aaf753e655f04)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:83 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:458 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:269 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:56 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (bbf50ccecbd32b23bcde7cc6dd4c8356)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 14:05:104 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (bbf50ccecbd32b23bcde7cc6dd4c8356)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:336 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (bbf50ccecbd32b23bcde7cc6dd4c8356)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:482 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (bbf50ccecbd32b23bcde7cc6dd4c8356)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:932 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (bbf50ccecbd32b23bcde7cc6dd4c8356)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:25 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 14:05:383 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:291 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:84 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (becaeba5162600711e342ed1b363bcc0)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 14:05:140 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (becaeba5162600711e342ed1b363bcc0)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:334 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (becaeba5162600711e342ed1b363bcc0)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:473 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (becaeba5162600711e342ed1b363bcc0)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:864 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (becaeba5162600711e342ed1b363bcc0)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:931 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 15:05:528 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:288 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (babad20d1ff862f134e4eb64f1afd696)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 15:05:317 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (babad20d1ff862f134e4eb64f1afd696)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 15:05:504 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (babad20d1ff862f134e4eb64f1afd696)] -> xpath: //input[@id='Email']]
2022-05-15 15:05:617 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (babad20d1ff862f134e4eb64f1afd696)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:356 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (babad20d1ff862f134e4eb64f1afd696)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:405 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 15:05:508 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:903 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (3bc84dc387917b460ae39742b0f9d76c)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 15:05:951 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (3bc84dc387917b460ae39742b0f9d76c)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 15:05:116 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:399 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (2ca8c0264b014649e93535ef17a8e238)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 15:05:443 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (2ca8c0264b014649e93535ef17a8e238)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 15:05:610 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (2ca8c0264b014649e93535ef17a8e238)] -> xpath: //input[@id='Email']]
2022-05-15 15:05:745 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (2ca8c0264b014649e93535ef17a8e238)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:480 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (2ca8c0264b014649e93535ef17a8e238)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:535 INFO  LoginPage :46 - getting error message text from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Welcome, Please Sign In!')]'
2022-05-15 15:05:295 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:618 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 15:05:657 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 15:05:832 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //input[@id='Email']]
2022-05-15 15:05:960 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:699 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:742 INFO  HomePage :56 - getting Logout text [[ChromeDriver: chrome on WINDOWS (b42d361442c3bc896c58934a0b3705ac)] -> xpath: //a[contains(text(),'Log out')]]<br>
2022-05-15 15:05:827 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:481 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (834e2d0ca36e4d4622eb8250ffe5df6a)] -> xpath: //a[contains(text(),'Log in')]]<br>
2022-05-15 15:05:513 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (834e2d0ca36e4d4622eb8250ffe5df6a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 15:05:696 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (834e2d0ca36e4d4622eb8250ffe5df6a)] -> xpath: //input[@id='Email']]
2022-05-15 15:05:824 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (834e2d0ca36e4d4622eb8250ffe5df6a)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:538 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (834e2d0ca36e4d4622eb8250ffe5df6a)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:590 INFO  LoginPage :79 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 15:05:834 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:882 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (5bf95d0ac454239fd07ac8a0d3cd26b7)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:954 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (5bf95d0ac454239fd07ac8a0d3cd26b7)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:439 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:849 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (ce2a107b5089633281e525f6a2821abc)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:910 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (ce2a107b5089633281e525f6a2821abc)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:815 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:265 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (a578ee8798dc5de009caf8c31c321cb7)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:334 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (a578ee8798dc5de009caf8c31c321cb7)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:688 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:20 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (3ada2297f2e372f64adba203c1bc7158)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:461 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:833 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:900 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:710 INFO  BuildYourOwnComputerPage :91 - Enter email 2.2 GHz Intel Pentium Dual-Core E2200 to email field [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //select[@id='product_attribute_1']]<br>
2022-05-15 15:05:816 INFO  BuildYourOwnComputerPage :97 - Selecting RAM 2 GB from dropdown [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //select[@name='product_attribute_2']]<br>
2022-05-15 15:05:901 INFO  BuildYourOwnComputerPage :174 - Clicking on Harddrive [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //input[@id='product_attribute_3_7']]<br>
2022-05-15 15:05:981 INFO  BuildYourOwnComputerPage :109 - Clicking on operating system [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:38 INFO  BuildYourOwnComputerPage :115 - Clicking on software [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:58 INFO  BuildYourOwnComputerPage :86 - Clicking on addtocart [[ChromeDriver: chrome on WINDOWS (8eda2da7b88bb7ce36a5cdda558abd0f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]
2022-05-15 15:05:143 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:428 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:473 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:214 INFO  BuildYourOwnComputerPage :91 - Enter email 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] to email field [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //select[@id='product_attribute_1']]<br>
2022-05-15 15:05:317 INFO  BuildYourOwnComputerPage :97 - Selecting RAM 4GB [+$20.00] from dropdown [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //select[@name='product_attribute_2']]<br>
2022-05-15 15:05:400 INFO  BuildYourOwnComputerPage :174 - Clicking on Harddrive [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //input[@id='product_attribute_3_7']]<br>
2022-05-15 15:05:469 INFO  BuildYourOwnComputerPage :109 - Clicking on operating system [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:519 INFO  BuildYourOwnComputerPage :115 - Clicking on software [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:549 INFO  BuildYourOwnComputerPage :86 - Clicking on addtocart [[ChromeDriver: chrome on WINDOWS (a4e215d55a3e2b8154d848334e42bc34)] -> xpath: //input[@name='product_attribute_5' and @value='12']]
2022-05-15 15:05:542 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:276 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:325 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:772 INFO  BuildYourOwnComputerPage :91 - Enter email 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] to email field [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //select[@id='product_attribute_1']]<br>
2022-05-15 15:05:885 INFO  BuildYourOwnComputerPage :97 - Selecting RAM 8GB [+$60.00] from dropdown [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //select[@name='product_attribute_2']]<br>
2022-05-15 15:05:28 INFO  BuildYourOwnComputerPage :174 - Clicking on Harddrive [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //input[@id='product_attribute_3_7']]<br>
2022-05-15 15:05:117 INFO  BuildYourOwnComputerPage :109 - Clicking on operating system [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:173 INFO  BuildYourOwnComputerPage :115 - Clicking on software [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:190 INFO  BuildYourOwnComputerPage :86 - Clicking on addtocart [[ChromeDriver: chrome on WINDOWS (bd242c033818cc094127a93b5fb0f930)] -> xpath: //input[@name='product_attribute_5' and @value='12']]
2022-05-15 15:05:649 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:554 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (b178fdbf8067b1ea047d5e9b2d58ba82)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:602 INFO  ComputerPage :39 - getting computer text  [[ChromeDriver: chrome on WINDOWS (b178fdbf8067b1ea047d5e9b2d58ba82)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 15:05:664 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:967 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (5917786e1902d3ecb2ac6ff3d30a1568)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:23 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (5917786e1902d3ecb2ac6ff3d30a1568)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:458 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:397 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:472 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:392 INFO  BuildYourOwnComputerPage :91 - Enter email 2.2 GHz Intel Pentium Dual-Core E2200 to email field [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //select[@id='product_attribute_1']]<br>
2022-05-15 15:05:559 INFO  BuildYourOwnComputerPage :97 - Selecting RAM 2 GB from dropdown [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //select[@name='product_attribute_2']]<br>
2022-05-15 15:05:665 INFO  BuildYourOwnComputerPage :174 - Clicking on Harddrive [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //input[@id='product_attribute_3_7']]<br>
2022-05-15 15:05:761 INFO  BuildYourOwnComputerPage :109 - Clicking on operating system [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:828 INFO  BuildYourOwnComputerPage :115 - Clicking on software [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:854 INFO  BuildYourOwnComputerPage :86 - Clicking on addtocart [[ChromeDriver: chrome on WINDOWS (c6f451e09a27494944bb85ad305e8fef)] -> xpath: //input[@name='product_attribute_5' and @value='12']]
2022-05-15 15:05:100 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:603 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:670 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:630 INFO  BuildYourOwnComputerPage :91 - Enter email 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] to email field [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //select[@id='product_attribute_1']]<br>
2022-05-15 15:05:735 INFO  BuildYourOwnComputerPage :97 - Selecting RAM 4GB [+$20.00] from dropdown [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //select[@name='product_attribute_2']]<br>
2022-05-15 15:05:833 INFO  BuildYourOwnComputerPage :174 - Clicking on Harddrive [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //input[@id='product_attribute_3_7']]<br>
2022-05-15 15:05:904 INFO  BuildYourOwnComputerPage :109 - Clicking on operating system [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:972 INFO  BuildYourOwnComputerPage :115 - Clicking on software [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]<br>
2022-05-15 15:05:994 INFO  BuildYourOwnComputerPage :86 - Clicking on addtocart [[ChromeDriver: chrome on WINDOWS (e760b1359e628945420fd0251e73216f)] -> xpath: //input[@name='product_attribute_5' and @value='12']]
2022-05-15 15:05:81 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 15:05:296 INFO  HomePage :51 - Clicking on Computer [[ChromeDriver: chrome on WINDOWS (638355637e17246557f31e63f7fd2aa1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]<br>
2022-05-15 15:05:357 INFO  ComputerPage :45 - Clicking on Desktop [[ChromeDriver: chrome on WINDOWS (638355637e17246557f31e63f7fd2aa1)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/h2[1]/a[1]]
2022-05-15 15:05:17 INFO  BuildYourOwnComputerPage :91 - Enter email 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] to email field [[ChromeDriver: chrome on WINDOWS (638355637e17246557f31e63f7fd2aa1)] -> xpath: //select[@id='product_attribute_1']]<br>
